timestamp,test-class,test-method,time,description,result
2021-08-09 14:22:28.636,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,3756,"[1] index=0, username=anonymous, name=John, surname=Doe",OK
2021-08-09 14:22:32.539,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,3678,"[2] index=1, username=administrator, name=Administrator, surname=Acme.com",OK
2021-08-09 14:22:36.494,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,3712,"[3] index=2, username=manager1, name=Jhon, surname=Lock",OK
2021-08-09 14:22:40.42,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,3684,"[4] index=3, username=manager2, name=Pepe, surname=Lock",OK
2021-08-09 14:22:41.004,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listNegative,298,"listNegative()",OK
2021-08-09 14:22:54.27,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5220,"[1] recordIndex=0, username=anonymous, name=John, surname=Doe, email=john.doe@acme.com, roles=Anonymous, status=DISABLED",OK
2021-08-09 14:22:59.691,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5197,"[2] recordIndex=1, username=administrator, name=Administrator, surname=Acme.com, email=administrator@acme.com, roles=Administrator Authenticated, status=ENABLED",OK
2021-08-09 14:23:05.196,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5228,"[3] recordIndex=2, username=manager1, name=Jhon, surname=Lock, email=jhonlock@gmail.com, roles=Manager Authenticated, status=ENABLED",OK
2021-08-09 14:23:10.654,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5217,"[4] recordIndex=3, username=manager2, name=Pepe, surname=Lock, email=pepelock@gmail.com, roles=Manager Authenticated, status=ENABLED",OK
2021-08-09 14:23:11.256,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updateNegative,386,"updateNegative()",OK
2021-08-09 14:23:26.817,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,7726,"[1] index=0, title=Create ShoutValidators, executionStart=2022/08/13 19:39, executionEnd=2023/10/13 19:39, workload=120.0, description=Create validators of task entity, link=https://github.com/task25, isPublic=true",OK
2021-08-09 14:23:34.43,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,7381,"[2] index=0, title=Create ShoutService, executionStart=2022/02/13 19:39, executionEnd=2022/05/14 19:39, workload=130.0, description=Create service of task entity, link=https://github.com/task24, isPublic=false",OK
2021-08-09 14:23:42.069,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,7388,"[3] index=0, title=Create ShoutQueries, executionStart=2022/02/13 19:39, executionEnd=2022/04/14 19:39, workload=140.0, description=Create changes of task entity, link=https://github.com/task62, isPublic=false",OK
2021-08-09 14:23:49.732,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,7429,"[4] index=0, title=a, executionStart=2022/01/13 19:39, executionEnd=2022/03/14 19:39, workload=150.0, description=a, link=https://github.com/task25, isPublic=false",OK
2021-08-09 14:23:57.448,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,7499,"[5] index=16, title=Estetitulotiene80palabraspruebapruebapruebapruebapruebapruebapruebapruebapruebaa, executionStart=2022/01/13 19:39, executionEnd=2022/03/14 19:39, workload=0.0, description=Estetitulotiene500palabraspruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebaprueba, link=https://github.com/task62, isPublic=false",OK
2021-08-09 14:24:03.118,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5417,"[1] recordIndex=0, title=null, executionStart=null, executionEnd=null, workload=null, description=null, link=null, isPublic=false",OK
2021-08-09 14:24:08.806,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5462,"[2] recordIndex=1, title=million dollar, executionStart=a, executionEnd=a, workload=a, description=sex, link=http://sex.com, isPublic=false",OK
2021-08-09 14:24:14.479,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5454,"[3] recordIndex=2, title=Create ShoutQueries, executionStart=2023/04/14 19:39, executionEnd=2022/04/13 19:39, workload=-1, description=Create changes of task entity, link=github, isPublic=true",OK
2021-08-09 14:24:20.12,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5425,"[4] recordIndex=3, title=Create ShoutQueries, executionStart=2023/04/13 19:39, executionEnd=2023/08/14 19:39, workload=14400.23, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-08-09 14:24:25.869,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5512,"[5] recordIndex=4, title=Create ShoutQueries, executionStart=2024/04/13 19:39, executionEnd=2026/04/14 19:39, workload=144.233, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-08-09 14:24:31.658,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5509,"[6] recordIndex=5, title=Create ShoutQueries, executionStart=2021/04/13 19:39, executionEnd=2021/04/14 19:39, workload=1.69, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-08-09 14:24:37.554,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5675,"[7] recordIndex=6, title=ddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd, executionStart=2024/04/13 19:39, executionEnd=2026/04/14 19:39, workload=1, description=ddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd…, link=https://github.com/task1, isPublic=false",OK
2021-08-09 14:24:55.229,acme.testing.manager.task.ManagerTaskDeleteTest,deletePositive,9751,"[1] title=Create TaskValidators, executionStart=2017/08/13 19:39, executionEnd=2018/10/13 19:39, workload=100.2, description=Create validators of task entity, link=https://github.com/task5, publica=false",OK
2021-08-09 14:24:57.967,acme.testing.manager.task.ManagerTaskDeleteTest,deleteNegative,2509,"deleteNegative()",OK
2021-08-09 14:25:08.764,acme.testing.manager.task.ManagerTaskShowTest,showPositive,2921,"[1] index=16, title=Create TaskValidators, executionStart=2017/08/13 19:39, executionEnd=2018/10/13 19:39, workload=100.2, description=Create validators of task entity, link=https://github.com/task5",OK
2021-08-09 14:25:11.525,acme.testing.manager.task.ManagerTaskShowTest,showNegative,2510,"showNegative()",OK
2021-08-09 14:25:28.701,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,9248,"[1] recordIndex=0, title=C, executionStart=2017/08/13 19:39, executionEnd=2018/10/13 19:39, workload=100.1, description=c, link=null",OK
