timestamp,test-class,test-method,time,description,result
2021-06-04 01:48:05.847,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,5006,"[1] index=0, username=anonymous, name=John, surname=Doe",OK
2021-06-04 01:48:10.074,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,3834,"[2] index=1, username=administrator, name=Administrator, surname=Acme.com",OK
2021-06-04 01:48:14.444,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,3997,"[3] index=2, username=manager1, name=Jhon, surname=Lock",OK
2021-06-04 01:48:18.722,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,3844,"[4] index=3, username=manager2, name=Pepe, surname=Lock",OK
2021-06-04 01:48:19.591,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listNegative,600,"listNegative()",OK
2021-06-04 01:48:35.977,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,6040,"[1] recordIndex=0, username=anonymous, name=John, surname=Doe, email=john.doe@acme.com, roles=Anonymous, status=DISABLED",OK
2021-06-04 01:48:41.601,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5347,"[2] recordIndex=1, username=administrator, name=Administrator, surname=Acme.com, email=administrator@acme.com, roles=Administrator Authenticated, status=ENABLED",OK
2021-06-04 01:48:47.406,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5515,"[3] recordIndex=2, username=manager1, name=Jhon, surname=Lock, email=jhonlock@gmail.com, roles=Manager Authenticated, status=ENABLED",OK
2021-06-04 01:48:53.082,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5385,"[4] recordIndex=3, username=manager2, name=Pepe, surname=Lock, email=pepelock@gmail.com, roles=Manager Authenticated, status=ENABLED",OK
2021-06-04 01:48:53.702,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updateNegative,323,"updateNegative()",OK
2021-06-04 01:49:10.722,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updatePositive,6531,"[1] recordIndex=0, password=manag3r, confirmation=manag3r, name=John, surname=García, email=john@us.es",OK
2021-06-04 01:49:17.406,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updatePositive,6402,"[2] recordIndex=1, password=manag3r, confirmation=manag3r, name=Manuel Ramón, surname=Benítez López, email=juan@engineer.com",OK
2021-06-04 01:49:21.979,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updateNegative,4274,"[1] recordIndex=0, password=null, confirmation=null, name=null, surname=null, email=null",OK
2021-06-04 01:49:26.735,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updateNegative,4395,"[2] recordIndex=1, password=manag3r, confirmation=manag4r, name=sex, surname=García, email=johnus.es",OK
2021-06-04 01:49:45.053,acme.testing.manager.userAccount.ManagerCreateUserAccountTest,managerAccountCreatePositive,7380,"managerAccountCreatePositive()",OK
2021-06-04 01:49:45.728,acme.testing.manager.userAccount.ManagerCreateUserAccountTest,managerAccountCreateNegative,379,"managerAccountCreateNegative()",OK
2021-06-04 01:50:01.21,acme.testing.anonymous.userAccount.SignUpTest,positiveSingUp,6038,"[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com",OK
2021-06-04 01:50:07.658,acme.testing.anonymous.userAccount.SignUpTest,positiveSingUp,6107,"[2] username=manolo, password=manolo, name=Manuel Raúl, surname=Benítez López, email=manolo@engineer.com",OK
2021-06-04 01:50:10.744,acme.testing.anonymous.userAccount.SignUpTest,negativeSingUp,2789,"[1] recordIndex=0, username=Lisa, password=1234, confirmation=1234, name=null, surname=null, email=morganmail.com, accept=true",OK
2021-06-04 01:50:13.852,acme.testing.anonymous.userAccount.SignUpTest,negativeSingUp,2773,"[2] recordIndex=1, username=Gabriel, password=constrasena, confirmation=password, name=Gabri, surname=Gabri, email=gabri@mail.com, accept=true",OK
2021-06-04 01:50:16.835,acme.testing.anonymous.userAccount.SignUpTest,negativeSingUp,2682,"[3] recordIndex=2, username=null, password=null, confirmation=null, name=null, surname=null, email=null, accept=true",OK
2021-06-04 01:50:19.543,acme.testing.anonymous.userAccount.SignUpTest,negativeSingUp,2444,"[4] recordIndex=3, username=Gabriel, password=constrasena, confirmation=constrasena, name=Gabri, surname=Gabri, email=gabri@mail.com, accept=false",OK
2021-06-04 01:50:33.533,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showPositive,4677,"[1] index=0, id=44, word=sex",OK
2021-06-04 01:50:38.403,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showPositive,4598,"[2] index=1, id=45, word=sexo",OK
2021-06-04 01:50:43.322,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showPositive,4636,"[3] index=10, id=54, word=millón de dolares",OK
