timestamp,test-class,test-method,time,description,result
2021-06-04 01:14:30.529,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,3888,"[1] index=0, username=anonymous, name=John, surname=Doe",OK
2021-06-04 01:14:34.622,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,3825,"[2] index=1, username=administrator, name=Administrator, surname=Acme.com",OK
2021-06-04 01:14:38.719,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,3819,"[3] index=2, username=manager1, name=Jhon, surname=Lock",OK
2021-06-04 01:14:42.853,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,3811,"[4] index=3, username=manager2, name=Pepe, surname=Lock",OK
2021-06-04 01:14:43.409,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listNegative,290,"listNegative()",OK
2021-06-04 01:15:07.567,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5423,"[1] recordIndex=0, username=anonymous, name=John, surname=Doe, email=john.doe@acme.com, roles=Anonymous, status=DISABLED",OK
2021-06-04 01:15:13.31,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5492,"[2] recordIndex=1, username=administrator, name=Administrator, surname=Acme.com, email=administrator@acme.com, roles=Administrator Authenticated, status=ENABLED",OK
2021-06-04 01:15:18.771,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5207,"[3] recordIndex=2, username=manager1, name=Jhon, surname=Lock, email=jhonlock@gmail.com, roles=Manager Authenticated, status=ENABLED",OK
2021-06-04 01:15:24.293,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5287,"[4] recordIndex=3, username=manager2, name=Pepe, surname=Lock, email=pepelock@gmail.com, roles=Manager Authenticated, status=ENABLED",OK
2021-06-04 01:15:24.88,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updateNegative,325,"updateNegative()",OK
2021-06-04 01:15:49.822,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updatePositive,6200,"[1] recordIndex=0, password=manag3r, confirmation=manag3r, name=John, surname=García, email=john@us.es",OK
2021-06-04 01:15:56.239,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updatePositive,6183,"[2] recordIndex=1, password=manag3r, confirmation=manag3r, name=Manuel Ramón, surname=Benítez López, email=juan@engineer.com",OK
2021-06-04 01:16:00.75,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updateNegative,4260,"[1] recordIndex=0, password=null, confirmation=null, name=null, surname=null, email=null",OK
2021-06-04 01:16:05.28,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updateNegative,4308,"[2] recordIndex=1, password=manag3r, confirmation=manag4r, name=sex, surname=García, email=johnus.es",OK
2021-06-04 01:16:30.616,acme.testing.manager.userAccount.ManagerCreateUserAccountTest,managerAccountCreatePositive,6410,"managerAccountCreatePositive()",OK
2021-06-04 01:16:31.1,acme.testing.manager.userAccount.ManagerCreateUserAccountTest,managerAccountCreateNegative,247,"managerAccountCreateNegative()",OK
2021-06-04 01:16:56.541,acme.testing.anonymous.userAccount.SignUpTest,positiveSingUp,5884,"[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com",OK
2021-06-04 01:17:02.82,acme.testing.anonymous.userAccount.SignUpTest,positiveSingUp,6031,"[2] username=manolo, password=manolo, name=Manuel Raúl, surname=Benítez López, email=manolo@engineer.com",OK
2021-06-04 01:17:05.786,acme.testing.anonymous.userAccount.SignUpTest,negativeSingUp,2736,"[1] recordIndex=0, username=Lisa, password=1234, confirmation=1234, name=null, surname=null, email=morganmail.com, accept=true",OK
2021-06-04 01:17:08.721,acme.testing.anonymous.userAccount.SignUpTest,negativeSingUp,2717,"[2] recordIndex=1, username=Gabriel, password=constrasena, confirmation=password, name=Gabri, surname=Gabri, email=gabri@mail.com, accept=true",OK
2021-06-04 01:17:11.609,acme.testing.anonymous.userAccount.SignUpTest,negativeSingUp,2653,"[3] recordIndex=2, username=null, password=null, confirmation=null, name=null, surname=null, email=null, accept=true",OK
2021-06-04 01:17:14.247,acme.testing.anonymous.userAccount.SignUpTest,negativeSingUp,2393,"[4] recordIndex=3, username=Gabriel, password=constrasena, confirmation=constrasena, name=Gabri, surname=Gabri, email=gabri@mail.com, accept=false",OK
2021-06-04 01:17:36.868,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showPositive,4649,"[1] index=0, id=44, word=sex",OK
2021-06-04 01:17:41.71,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showPositive,4595,"[2] index=1, id=45, word=sexo",OK
2021-06-04 01:17:46.611,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showPositive,4614,"[3] index=10, id=54, word=millón de dolares",OK
2021-06-04 01:17:47.089,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showNegative,244,"[1] index=0, id=44, word=sex",OK
2021-06-04 01:17:47.574,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showNegative,249,"[2] index=1, id=45, word=sexo",OK
2021-06-04 01:17:48.054,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showNegative,247,"[3] index=10, id=54, word=millón de dolares",OK
2021-06-04 01:18:13.077,acme.testing.administrator.spamPanel.AdministratorThresholdUpdateTest,updatePositive,6486,"[1] recordIndex=0, threshold=0.0",OK
2021-06-04 01:18:19.815,acme.testing.administrator.spamPanel.AdministratorThresholdUpdateTest,updatePositive,6504,"[2] recordIndex=0, threshold=10.0",OK
2021-06-04 01:18:26.505,acme.testing.administrator.spamPanel.AdministratorThresholdUpdateTest,updatePositive,6414,"[3] recordIndex=0, threshold=100.0",OK
2021-06-04 01:18:32.318,acme.testing.administrator.spamPanel.AdministratorThresholdUpdateTest,updateNegative,5567,"[1] recordIndex=0, threshold=null",OK
2021-06-04 01:18:38.263,acme.testing.administrator.spamPanel.AdministratorThresholdUpdateTest,updateNegative,5680,"[2] recordIndex=1, threshold=-12",OK
2021-06-04 01:18:44.144,acme.testing.administrator.spamPanel.AdministratorThresholdUpdateTest,updateNegative,5646,"[3] recordIndex=2, threshold=120",OK
2021-06-04 01:19:16.044,acme.testing.administrator.spamPanel.AdministratorBlackListCreateTest,createPositive,12213,"[1] recordIndex=11, word=melocoton",OK
2021-06-04 01:19:28.401,acme.testing.administrator.spamPanel.AdministratorBlackListCreateTest,createPositive,12105,"[2] recordIndex=12, word=sandia",OK
2021-06-04 01:19:40.65,acme.testing.administrator.spamPanel.AdministratorBlackListCreateTest,createPositive,12018,"[3] recordIndex=13, word=caballo",OK
2021-06-04 01:19:45.789,acme.testing.administrator.spamPanel.AdministratorBlackListCreateTest,createDuplicatedNegative,4869,"[1] recordIndex=0, word=sex",OK
2021-06-04 01:19:51.021,acme.testing.administrator.spamPanel.AdministratorBlackListCreateTest,createBlankNegative,4885,"createBlankNegative()",OK
2021-06-04 01:20:14.625,acme.testing.administrator.spamPanel.AdministratorBlackListDeleteTest,deletePositive,4610,"[1] word=sex",OK
