timestamp,test-class,test-method,time,description,result
2021-08-11 11:22:52.864,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,4456,"[1] index=0, username=anonymous, name=John, surname=Doe",OK
2021-08-11 11:22:56.875,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,3752,"[2] index=1, username=administrator, name=Administrator, surname=Acme.com",OK
2021-08-11 11:23:00.876,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,3769,"[3] index=2, username=manager1, name=Jhon, surname=Lock",OK
2021-08-11 11:23:04.896,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,3724,"[4] index=3, username=manager2, name=Pepe, surname=Lock",OK
2021-08-11 11:23:05.542,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listNegative,418,"listNegative()",OK
2021-08-11 11:23:18.9,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5352,"[1] recordIndex=0, username=anonymous, name=John, surname=Doe, email=john.doe@acme.com, roles=Anonymous, status=DISABLED",OK
2021-08-11 11:23:24.561,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5429,"[2] recordIndex=1, username=administrator, name=Administrator, surname=Acme.com, email=administrator@acme.com, roles=Administrator Authenticated, status=ENABLED",OK
2021-08-11 11:23:30.019,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5231,"[3] recordIndex=2, username=manager1, name=Jhon, surname=Lock, email=jhonlock@gmail.com, roles=Manager Authenticated, status=ENABLED",OK
2021-08-11 11:23:35.497,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5234,"[4] recordIndex=3, username=manager2, name=Pepe, surname=Lock, email=pepelock@gmail.com, roles=Manager Authenticated, status=ENABLED",OK
2021-08-11 11:23:35.944,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updateNegative,236,"updateNegative()",OK
2021-08-11 11:23:52.212,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8224,"[1] index=0, title=Create ShoutValidators, executionStart=2022/08/13 19:39, executionEnd=2023/10/13 19:39, workload=120.0, description=Create validators of task entity, link=https://github.com/task25, isPublic=true",OK
2021-08-11 11:23:59.903,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,7469,"[2] index=0, title=Create ShoutService, executionStart=2022/02/13 19:39, executionEnd=2022/05/14 19:39, workload=130.0, description=Create service of task entity, link=https://github.com/task24, isPublic=false",OK
2021-08-11 11:24:07.603,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,7433,"[3] index=0, title=Create ShoutQueries, executionStart=2022/02/13 19:39, executionEnd=2022/04/14 19:39, workload=140.0, description=Create changes of task entity, link=https://github.com/task62, isPublic=false",OK
2021-08-11 11:24:15.324,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,7460,"[4] index=0, title=a, executionStart=2022/01/13 19:39, executionEnd=2022/03/14 19:39, workload=150.0, description=a, link=https://github.com/task25, isPublic=false",OK
2021-08-11 11:24:23.056,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,7525,"[5] index=16, title=Estetitulotiene80palabraspruebapruebapruebapruebapruebapruebapruebapruebapruebaa, executionStart=2022/01/13 19:39, executionEnd=2022/03/14 19:39, workload=0.0, description=Estetitulotiene500palabraspruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebaprueba, link=https://github.com/task62, isPublic=false",OK
2021-08-11 11:24:28.653,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5391,"[1] recordIndex=0, title=null, executionStart=null, executionEnd=null, workload=null, description=null, link=null, isPublic=false",OK
2021-08-11 11:24:34.385,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5506,"[2] recordIndex=1, title=million dollar, executionStart=a, executionEnd=a, workload=a, description=sex, link=http://sex.com, isPublic=false",OK
2021-08-11 11:24:40.145,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5556,"[3] recordIndex=2, title=Create ShoutQueries, executionStart=2023/04/14 19:39, executionEnd=2022/04/13 19:39, workload=-1, description=Create changes of task entity, link=github, isPublic=true",OK
2021-08-11 11:24:45.739,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5368,"[4] recordIndex=3, title=Create ShoutQueries, executionStart=2023/04/13 19:39, executionEnd=2023/08/14 19:39, workload=14400.23, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-08-11 11:24:51.46,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5485,"[5] recordIndex=4, title=Create ShoutQueries, executionStart=2024/04/13 19:39, executionEnd=2026/04/14 19:39, workload=144.233, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-08-11 11:24:57.157,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5475,"[6] recordIndex=5, title=Create ShoutQueries, executionStart=2021/04/13 19:39, executionEnd=2021/04/14 19:39, workload=1.69, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-08-11 11:25:03.018,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5648,"[7] recordIndex=6, title=ddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd, executionStart=2024/04/13 19:39, executionEnd=2026/04/14 19:39, workload=1, description=ddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd…, link=https://github.com/task1, isPublic=false",OK
2021-08-11 11:25:20.665,acme.testing.manager.task.ManagerTaskDeleteTest,deletePositive,9780,"[1] title=Create TaskValidators, executionStart=2017/08/13 19:39, executionEnd=2018/10/13 19:39, workload=100.2, description=Create validators of task entity, link=https://github.com/task5, publica=false",OK
2021-08-11 11:25:23.395,acme.testing.manager.task.ManagerTaskDeleteTest,deleteNegative,2495,"deleteNegative()",OK
2021-08-11 11:25:34.243,acme.testing.manager.task.ManagerTaskShowTest,showPositive,2981,"[1] index=16, title=Create TaskValidators, executionStart=2017/08/13 19:39, executionEnd=2018/10/13 19:39, workload=100.2, description=Create validators of task entity, link=https://github.com/task5",OK
2021-08-11 11:25:36.893,acme.testing.manager.task.ManagerTaskShowTest,showNegative,2443,"showNegative()",OK
2021-08-11 11:25:53.982,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,9302,"[1] recordIndex=0, title=C, executionStart=2017/08/13 19:39, executionEnd=2018/10/13 19:39, workload=100.1, description=c, link=null",OK
2021-08-11 11:26:04.478,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,10274,"[2] recordIndex=0, title=Texto con ochenta caracteres aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, executionStart=2017/08/13 19:39, executionEnd=2018/10/13 19:39, workload=100.2, description=Texto con quinientos caracteres aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, link=null",OK
2021-08-11 11:26:14.065,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,9369,"[3] recordIndex=11, title=Create TaskValidators1, executionStart=2017/08/13 19:39, executionEnd=2018/10/13 19:39, workload=0.0, description=ejemplo, link=null",OK
2021-08-11 11:26:23.508,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,9213,"[4] recordIndex=0, title=Create TaskValidators2, executionStart=2017/08/13 19:39, executionEnd=2017/08/18 19:40, workload=120.01, description=Create validators of task entity, link=https://github.com",OK
2021-08-11 11:26:29.047,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,5337,"[1] recordIndex=0, title=null, executionStart=null, executionEnd=null, workload=null, description=null, link=null, isPublic=false",OK
2021-08-11 11:26:34.578,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,5293,"[2] recordIndex=1, title=million dollar, executionStart=a, executionEnd=a, workload=a, description=sex, link=http://sex.com, isPublic=false",OK
2021-08-11 11:26:40.366,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,5552,"[3] recordIndex=2, title=Create ShoutQueries, executionStart=2023/04/14 19:39, executionEnd=2022/04/13 19:39, workload=-1, description=Create changes of task entity, link=github, isPublic=true",OK
2021-08-11 11:26:45.874,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,5290,"[4] recordIndex=3, title=Create ShoutQueries, executionStart=2023/04/13 19:39, executionEnd=2023/08/14 19:39, workload=14400.23, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-08-11 11:26:51.353,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,5279,"[5] recordIndex=4, title=Create ShoutQueries, executionStart=2024/04/13 19:39, executionEnd=2026/04/14 19:39, workload=144.233, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-08-11 11:26:56.893,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,5322,"[6] recordIndex=5, title=Create ShoutQueries, executionStart=2021/04/13 19:39, executionEnd=2021/04/14 19:39, workload=1.69, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
