timestamp,test-class,test-method,time,description,result
2021-08-11 10:45:37.148,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,3757,"[1] index=0, username=anonymous, name=John, surname=Doe",OK
2021-08-11 10:45:41.16,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,3752,"[2] index=1, username=administrator, name=Administrator, surname=Acme.com",OK
2021-08-11 10:45:45.208,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,3833,"[3] index=2, username=manager1, name=Jhon, surname=Lock",OK
2021-08-11 10:45:49.2,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,3768,"[4] index=3, username=manager2, name=Pepe, surname=Lock",OK
2021-08-11 10:45:49.794,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listNegative,384,"listNegative()",OK
2021-08-11 10:46:03.153,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5320,"[1] recordIndex=0, username=anonymous, name=John, surname=Doe, email=john.doe@acme.com, roles=Anonymous, status=DISABLED",OK
2021-08-11 10:46:08.579,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5223,"[2] recordIndex=1, username=administrator, name=Administrator, surname=Acme.com, email=administrator@acme.com, roles=Administrator Authenticated, status=ENABLED",OK
2021-08-11 10:46:14.119,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5338,"[3] recordIndex=2, username=manager1, name=Jhon, surname=Lock, email=jhonlock@gmail.com, roles=Manager Authenticated, status=ENABLED",OK
2021-08-11 10:46:19.799,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5400,"[4] recordIndex=3, username=manager2, name=Pepe, surname=Lock, email=pepelock@gmail.com, roles=Manager Authenticated, status=ENABLED",OK
2021-08-11 10:46:20.45,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updateNegative,369,"updateNegative()",OK
2021-08-11 10:46:37.546,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8537,"[1] index=0, title=Create ShoutValidators, executionStart=2022/08/13 19:39, executionEnd=2023/10/13 19:39, workload=120.0, description=Create validators of task entity, link=https://github.com/task25, isPublic=true",OK
2021-08-11 10:46:45.624,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,7750,"[2] index=0, title=Create ShoutService, executionStart=2022/02/13 19:39, executionEnd=2022/05/14 19:39, workload=130.0, description=Create service of task entity, link=https://github.com/task24, isPublic=false",OK
2021-08-11 10:46:53.783,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,7800,"[3] index=0, title=Create ShoutQueries, executionStart=2022/02/13 19:39, executionEnd=2022/04/14 19:39, workload=140.0, description=Create changes of task entity, link=https://github.com/task62, isPublic=false",OK
2021-08-11 10:47:01.471,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,7463,"[4] index=0, title=a, executionStart=2022/01/13 19:39, executionEnd=2022/03/14 19:39, workload=150.0, description=a, link=https://github.com/task25, isPublic=false",OK
2021-08-11 10:47:09.427,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,7723,"[5] index=16, title=Estetitulotiene80palabraspruebapruebapruebapruebapruebapruebapruebapruebapruebaa, executionStart=2022/01/13 19:39, executionEnd=2022/03/14 19:39, workload=0.0, description=Estetitulotiene500palabraspruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebaprueba, link=https://github.com/task62, isPublic=false",OK
2021-08-11 10:47:15.339,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5546,"[1] recordIndex=0, title=null, executionStart=null, executionEnd=null, workload=null, description=null, link=null, isPublic=false",OK
2021-08-11 10:47:21.051,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5456,"[2] recordIndex=1, title=million dollar, executionStart=a, executionEnd=a, workload=a, description=sex, link=http://sex.com, isPublic=false",OK
2021-08-11 10:47:26.785,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5497,"[3] recordIndex=2, title=Create ShoutQueries, executionStart=2023/04/14 19:39, executionEnd=2022/04/13 19:39, workload=-1, description=Create changes of task entity, link=github, isPublic=true",OK
2021-08-11 10:47:32.505,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5471,"[4] recordIndex=3, title=Create ShoutQueries, executionStart=2023/04/13 19:39, executionEnd=2023/08/14 19:39, workload=14400.23, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-08-11 10:47:38.209,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5487,"[5] recordIndex=4, title=Create ShoutQueries, executionStart=2024/04/13 19:39, executionEnd=2026/04/14 19:39, workload=144.233, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-08-11 10:47:43.904,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5460,"[6] recordIndex=5, title=Create ShoutQueries, executionStart=2021/04/13 19:39, executionEnd=2021/04/14 19:39, workload=1.69, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
